oln_id	overexpression_toxic	essential	periodically_expressed	uniprot_acc	gene_name	description	synonyms
YHR155W	0	0	0	P38851	LAM1	Membrane-anchored lipid-binding protein LAM1 {ECO:0000303|PubMed:26001273}	YSP1 {ECO:0000303|PubMed:15657396}
YLR072W	0	0	0	Q08001	LAM6	Membrane-anchored lipid-binding protein LAM6 {ECO:0000303|PubMed:26001273}	LTC1 {ECO:0000303|PubMed:25987606}
YLR260W	0	0	0	Q06147	LCB5	Sphingoid long chain base kinase 5	NA
YER015W	0	0	0	P39518	FAA2	Long-chain-fatty-acid--CoA ligase 2	FAM1
YDL146W	0	0	0	Q12342	LDB17	Protein LDB17	NA
YOR322C	0	0	0	Q12502	LDB19	Protein LDB19	NA
YNL323W	0	0	0	P42838	LEM3	Alkylphosphocholine resistance protein LEM3	BRE3;ROS3
YJL094C	0	0	0	P40309	KHA1	K(+)/H(+) antiporter 1	NA
YHL011C	0	0	0	P38689	PRS3	Ribose-phosphate pyrophosphokinase 3	PRPS3
YNL029C	0	0	0	P53966	KTR5	Probable mannosyltransferase KTR5	NA
YMR284W	0	0	0	P32807	YKU70	ATP-dependent DNA helicase II subunit 1	HDF1;NES24
YOR317W	0	0	0	P30624	FAA1	Long-chain-fatty-acid--CoA ligase 1	NA
YGL085W	0	0	0	P53153	LCL3	Probable endonuclease LCL3	NA
YBR204C	0	0	0	P38139	LDH1	Lipid droplet hydrolase 1	NA
YOR123C	0	0	0	P38439	LEO1	RNA polymerase-associated protein LEO1	NA
YLR096W	0	0	0	P13186	KIN2	Serine/threonine-protein kinase KIN2	NA
YKL168C	0	0	0	P36004	KKQ8	Probable serine/threonine-protein kinase KKQ8	NA
YNL322C	0	0	0	P17260	KRE1	Protein KRE1 precursor	NA
YKL110C	0	0	0	P34253	KTI12	Protein KTI12	NA
YPL053C	0	0	0	P54070	KTR6	Mannosyltransferase KTR6	MNN6
YHR080C	0	0	0	P38800	LAM4	Membrane-anchored lipid-binding protein LAM4 {ECO:0000303|PubMed:26001273}	LTC3 {ECO:0000303|PubMed:25987606}
YOL047C	0	0	0	Q08218	LDS2	Outer spore wall protein LDS2 {ECO:0000305|PubMed:23966878}	NA
YNL104C	0	0	0	P06208	LEU4	2-isopropylmalate synthase	NA
YHR002W	0	0	0	P38702	LEU5	Mitochondrial carrier protein LEU5	NA
YML004C	0	0	0	P50107	GLO1	Lactoylglutathione lyase	NA
YGL090W	0	0	0	P53150	LIF1	Ligase-interacting factor 1	NA
YKL181W	0	0	0	P32895	PRS1	Ribose-phosphate pyrophosphokinase 1	PPS1;PRP1;PRPS;PRPS1
YBL068W	0	0	0	P38063	PRS4	Ribose-phosphate pyrophosphokinase 4	PRPS4
YDR483W	0	0	0	P27809	KRE2	Glycolipid 2-alpha-mannosyltransferase	MNT1
YOR099W	0	0	0	P27810	KTR1	Alpha-1,2 mannosyltransferase KTR1	NA
YBR205W	0	0	0	P38130	KTR3	Probable mannosyltransferase KTR3	NA
YJL207C	0	0	0	P39526	LAA1	AP-1 accessory protein LAA1	NA
YHL003C	0	0	0	P38703	LAG1	Sphingosine N-acyltransferase LAG1	NA
YLR104W	0	0	0	Q08045	LCL2	Long chronological lifespan protein 2 precursor	NA
YLL049W	0	0	0	Q07887	LDB18	Protein LDB18	NA
YKR061W	0	0	0	P33550	KTR2	Probable mannosyltransferase KTR2	NA
YFL042C	0	0	0	P43560	LAM5	Membrane-anchored lipid-binding protein LAM5 {ECO:0000303|PubMed:26001273}	LTC2 {ECO:0000303|PubMed:25987606}
YOR171C	0	0	0	Q12246	LCB4	Sphingoid long chain base kinase 4 {ECO:0000303|PubMed:9677363}	NA
YCL005W	0	0	0	P25587	LDB16	Protein LDB16	NA
YBL006C	0	0	0	P38210	LDB7	Chromatin structure-remodeling complex protein RSC14	RSC14
YLR451W	0	0	0	P08638	LEU3	Regulatory protein LEU3	NA
YNL045W	0	0	0	Q10740	LAP2	Leukotriene A-4 hydrolase homolog	NA
YPL056C	0	0	0	Q02786	LCL1	Long chronological lifespan protein 1 precursor	NA
YOR108W	0	0	0	Q12166	LEU9	2-isopropylmalate synthase 2, mitochondrial precursor	NA
YDR435C	0	0	0	Q04081	PPM1	Leucine carboxyl methyltransferase 1	NA
YCL018W	0	0	0	P04173	LEU2	3-isopropylmalate dehydrogenase	NA
YLR239C	0	0	0	Q06005	LIP2	Octanoyltransferase, mitochondrial precursor	NA
YOR269W	0	0	0	P39946	PAC1	Nuclear distribution protein PAC1 {ECO:0000255|HAMAP-Rule:MF_03141}	LIS1 {ECO:0000255|HAMAP-Rule:MF_03141}
YJL046W	0	0	0	P47051	AIM22	Putative lipoate-protein ligase A	NA
YKL073W	0	0	0	P36016	LHS1	Heat shock protein 70 homolog LHS1 precursor	NA
YLR011W	0	0	0	Q07923	LOT6	NAD(P)H-dependent FMN reductase LOT6	NA
YDR439W	0	0	0	Q04087	LRS4	Monopolin complex subunit LRS4	NA
YJL100W	0	0	0	P42951	LSB6	Phosphatidylinositol 4-kinase LSB6	NA
YNL147W	0	0	0	P53905	LSM7	U6 snRNA-associated Sm-like protein LSm7	NA
YPL055C	0	0	0	Q02796	LGE1	Transcriptional regulatory protein LGE1	NA
YHR192W	0	0	0	P38878	LNP1	Protein lunapark	NA
YJL038C	0	0	0	P47055	LOH1	Outer spore wall protein 4 {ECO:0000303|PubMed:19779569} precursor	OSW4 {ECO:0000303|PubMed:19779569}
YNL268W	0	0	0	P32487	LYP1	Lysine-specific permease	NA
YOR196C	0	0	0	P32875	LIP5	Lipoyl synthase, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03123} precursor	NA
YGL154C	0	0	0	P50113	LYS5	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	NA
YNR050C	0	0	0	P38999	LYS9	Saccharopine dehydrogenase [NADP(+), L-glutamate-forming]	LYS13
YGR136W	0	0	0	P53281	LSB1	LAS seventeen-binding protein 1	NA
YCL034W	0	0	0	P25369	LSB5	LAS seventeen-binding protein 5	NA
YKL143W	0	0	0	P34078	LTV1	Protein LTV1	NA
YIL094C	0	0	0	P40495	LYS12	Homoisocitrate dehydrogenase, mitochondrial precursor	LYS10;LYS11
YJL030W	0	0	0	P40958	MAD2	Mitotic spindle checkpoint component MAD2	NA
YOL060C	0	0	0	Q12296	MAM3	Protein MAM3	NA
YKL029C	0	0	0	P36013	MAE1	NAD-dependent malic enzyme, mitochondrial precursor	NA
YHR081W	0	0	0	P38801	LRP1	Exosome complex protein LRP1	RRP47;YC1D
YFR024C-A	0	0	0	P43603	LSB3	LAS seventeen-binding protein 3	NA
YJL124C	0	0	0	P47017	LSM1	Sm-like protein LSm1	SPB8
YGR288W	0	0	0	P53338	MAL13	Maltose fermentation regulatory protein MAL13	MAL1R
YGR287C	0	0	0	P53051	IMA1	Oligo-1,6-glucosidase IMA1	NA
YPL060W	0	0	0	Q02783	MFM1	Mitochondrial inner membrane magnesium transporter MFM1 precursor	LPE10
YDL240W	0	0	0	P35688	LRG1	Rho-GTPase-activating protein LRG1	NA
YHR121W	0	0	0	P38828	LSM12	Protein LSM12	NA
YGL086W	0	0	0	P40957	MAD1	Spindle assembly checkpoint component MAD1	NA
YBR299W	0	0	0	P38158	MAL32	Alpha-glucosidase MAL32	MAL3S
Q0120	0	0	0	P03879	BI4	Intron-encoded RNA maturase bI4 precursor	SCBI4
YKL221W	0	0	0	P36032	MCH2	Probable transporter MCH2	NA
YDR318W	0	0	0	Q06675	MCM21	Central kinetochore subunit MCM21	CTF5
YPL004C	0	0	0	Q12230	LSP1	Sphingolipid long chain base-responsive protein LSP1	NA
YKL176C	0	0	0	P34239	LST4	Protein LST4	NA
YAL024C	0	0	0	P07866	LTE1	Guanine nucleotide exchange factor LTE1	EIS4;MSI2
YMR247C	0	0	0	Q04781	RKR1	E3 ubiquitin-protein ligase listerin {ECO:0000303|PubMed:20835226}	LTN1 {ECO:0000303|PubMed:20835226}
YDR005C	0	0	0	P41910	MAF1	Repressor of RNA polymerase III transcription MAF1	NA
YLR244C	0	0	0	Q01662	MAP1	Methionine aminopeptidase 1 {ECO:0000255|HAMAP-Rule:MF_03174} precursor	NA
YBR185C	0	0	0	P38300	MBA1	Inner membrane mitoribosome receptor MBA1, mitochondrial {ECO:0000303|PubMed:25609543} precursor	NA
Q0110	0	0	0	P03873	BI2	Cytochrome b mRNA maturase bI2	NA
Q0115	0	0	0	Q9ZZW7	BI3	Cytochrome b mRNA maturase bI3	NA
YPL095C	0	0	0	Q02891	EEB1	Medium-chain fatty acid ethyl ester synthase/esterase 1	NA
YDL054C	0	0	0	Q07376	MCH1	Probable transporter MCH1	NA
YOL119C	0	0	0	Q08268	MCH4	Probable transporter MCH4	NA
YKL085W	0	0	0	P17505	MDH1	Malate dehydrogenase, mitochondrial precursor	NA
YDR034C	0	0	0	P40971	LYS14	Lysine biosynthesis regulatory protein LYS14	NA
YBR115C	0	0	0	P07702	LYS2	L-2-aminoadipate reductase	NA
YDR234W	0	0	0	P49367	LYS4	Homoaconitase, mitochondrial precursor	LYS3
YBR297W	0	0	0	P38157	MAL33	Maltose fermentation regulatory protein MAL33	MAL3R
YIL172C	0	0	0	P0CW40	IMA3	Oligo-1,6-glucosidase IMA3	NA
YJL221C	0	0	0	P0CW41	IMA4	Oligo-1,6-glucosidase IMA4	FSP2
YIL070C	0	0	0	P40513	MAM33	Mitochondrial acidic protein MAM33 precursor	NA
YGL156W	0	0	0	P22855	AMS1	Alpha-mannosidase	NA
YKL093W	0	0	0	P23493	MBR1	Mitochondrial biogenesis regulation protein 1	NA
YOR197W	0	0	0	Q08601	MCA1	Metacaspase-1 precursor	YCA1
YOL009C	0	0	0	Q92328	MDM12	Mitochondrial distribution and morphology protein 12 {ECO:0000255|HAMAP-Rule:MF_03104}	NA
YHR194W	0	0	0	P38880	MDM31	Mitochondrial distribution and morphology protein 31 precursor	NA
YJL112W	0	0	0	P47025	MDV1	Mitochondrial division protein 1	FIS2;GAG3;NET2
YBL093C	0	0	0	P25046	ROX3	Mediator of RNA polymerase II transcription subunit 19	MED19;NUT3;SSN7
YDL005C	0	0	0	Q12124	MED2	Mediator of RNA polymerase II transcription subunit 2	NA
YKR007W	0	0	0	Q02205	MEH1	Protein MEH1	EGO1;GSE2
YJL013C	0	0	0	P47074	MAD3	Spindle assembly checkpoint component MAD3	NA
YCR019W	0	0	0	P23060	MAK32	Protein MAK32	NA
YBR298C	0	0	0	P38156	MAL31	Maltose permease MAL31	MAL3T
YLR253W	0	0	0	Q06567	MCP2	ABC1 family protein MCP2 {ECO:0000305|PubMed:23781023} precursor	MRX13 {ECO:0000303|PubMed:25683707}
YOL126C	0	0	0	P22133	MDH2	Malate dehydrogenase, cytoplasmic	NA
YDL078C	0	0	0	P32419	MDH3	Malate dehydrogenase, peroxisomal	NA
YOR147W	0	0	0	Q12171	MDM32	Mitochondrial distribution and morphology protein 32 precursor	NA
YNR010W	0	0	0	P33308	CSE2	Mediator of RNA polymerase II transcription subunit 9	MED9
YNL210W	0	0	0	P16523	MER1	Meiotic recombination 1 protein	NA
YLR303W	0	0	0	P06106	MET17	Protein MET17	MET25
YIL128W	0	0	0	P40469	MET18	DNA repair/transcription protein MET18/MMS19	MMS19
YOL064C	0	0	0	P32179	MET22	3'(2'),5'-bisphosphate nucleotidase	HAL2
YDR378C	0	0	0	Q06406	LSM6	U6 snRNA-associated Sm-like protein LSm6	NA
YGR057C	0	0	0	P53237	LST7	Protein LST7	NA
YMR021C	0	0	0	P35192	MAC1	Metal-binding activator 1	CUA1
YBL091C	0	0	0	P38174	MAP2	Methionine aminopeptidase 2 {ECO:0000255|HAMAP-Rule:MF_03175}	NA
YNL117W	0	0	0	P30952	MLS1	Malate synthase 1, glyoxysomal	NA
YOR298C-A	0	0	0	O14467	MBF1	Multiprotein-bridging factor 1	SUF13
YKL150W	0	0	0	P36060	MCR1	NADH-cytochrome b5 reductase 2 precursor	NA
YLR188W	0	0	0	P33310	MDL1	ATP-dependent permease MDL1, mitochondrial precursor	NA
YER044C-A	0	0	0	P29467	MEI4	Meiosis-specific protein MEI4	NA
YGR121C	0	0	0	P40260	MEP1	Ammonium transporter MEP1	AMT1
YFR030W	0	0	0	P39692	MET10	Sulfite reductase [NADPH] flavoprotein component	NA
YLL058W	0	0	0	Q12198	NA	Putative cystathionine gamma-synthase YLL058W	NA
YLR427W	0	0	0	Q06436	MAG2	RING-finger protein MAG2	NA
YGR292W	0	0	0	P53341	MAL12	Alpha-glucosidase MAL12	MAL1S
YJL199C	0	0	0	P39534	MBB1	Putative uncharacterized protein MBB1	NA
YML104C	0	0	0	Q01846	MDM1	Structural protein MDM1	NA
YKL053C-A	0	0	0	O60200	MDM35	Mitochondrial distribution and morphology protein 35	NA
YGL197W	0	0	0	P53094	MDS3	Negative regulator of sporulation MDS3	NA
YNL142W	0	0	0	P41948	MEP2	Ammonium transporter MEP2	AMT2
YPR138C	0	0	0	P53390	MEP3	Ammonium transporter MEP3	AMT3
YPL098C	0	0	0	Q02889	MGR2	Protein MGR2	NA
YOL086W-A	0	0	0	Q3E835	MHF1	MHF histone-fold complex subunit 1 {ECO:0000305|PubMed:20347428}	NA
YNL064C	0	0	0	P25491	YDJ1	Mitochondrial protein import protein MAS5 precursor	MAS5
YIR031C	0	0	0	P21826	DAL7	Malate synthase 2, glyoxysomal	MLS2;MSL2
YPR046W	0	0	0	Q12262	MCM16	Central kinetochore subunit MCM16	NA
YJR135C	0	0	0	P47167	MCM22	Central kinetochore subunit MCM22	NA
YAL010C	0	0	0	P18409	MDM10	Mitochondrial distribution and morphology protein 10 {ECO:0000255|HAMAP-Rule:MF_03102}	NA
YPR083W	0	0	0	Q06820	MDM36	Mitochondrial distribution and morphology protein 36	NA
YJR010W	0	0	0	P08536	MET3	Sulfate adenylyltransferase {ECO:0000255|HAMAP-Rule:MF_03106}	NA
YER091C	0	0	0	P05694	MET6	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	NA
YGR235C	0	0	0	P50087	MIC26	MICOS subunit MIC26	MCS29;MIO27;MOS2
YNL307C	0	0	0	P21965	MCK1	Protein kinase MCK1	YPK1
YNL236W	0	0	0	P32259	SIN4	Mediator of RNA polymerase II transcription subunit 16	BEL2;GAL22;MED16;RYE1;SDI3;SSF5;SSN4;TSF3
YGL127C	0	0	0	P38633	SOH1	Mediator of RNA polymerase II transcription subunit 31	MED31
YGL025C	0	0	0	P40356	PGD1	Mediator of RNA polymerase II transcription subunit 3	HRS1;MED3
YDR253C	0	0	0	Q12041	MET32	Transcriptional regulator MET32	NA
YFR055W	0	0	0	P43623	IRC7	Putative cystathionine beta-lyase	NA
YPL187W	0	0	0	P01149	MF(ALPHA)1	Mating factor alpha-1 precursor	MF-ALPHA-1;MFAL1
YML062C	0	0	0	P33441	MFT1	THO complex subunit MFT1	NA
YIR033W	0	0	0	P40578	MGA2	Protein MGA2	NA
YCL044C	0	0	0	P25573	MGR1	Mitochondrial inner membrane i-AAA protease supercomplex subunit MGR1	NA
YLL062C	0	0	0	Q12525	MHT1	Homocysteine S-methyltransferase 1	NA
YCL057C-A	0	0	0	Q96VH5	MIC10	MICOS complex subunit MIC10	MCS10;MIO10;MOS1
YLR332W	0	0	0	P36027	MID2	Cell wall integrity sensor MID2 precursor	KAI1;SMS1
YGL209W	0	0	0	P53035	MIG2	Regulatory protein MIG2	MLZ1
YPL164C	0	0	0	Q12083	MLH3	DNA mismatch repair protein MLH3	NA
YGR104C	0	0	0	P32585	SRB5	Mediator of RNA polymerase II transcription subunit 18	MED18
YPR070W	0	0	0	Q12321	MED1	Mediator of RNA polymerase II transcription subunit 1	NA
YHR041C	0	0	0	P34162	SRB2	Mediator of RNA polymerase II transcription subunit 20	HRS2;MED20
YLR180W	0	0	0	P10659	SAM1	S-adenosylmethionine synthase 1	ETH10
YJR144W	0	0	0	P32787	MGM101	Mitochondrial genome maintenance protein MGM101 precursor	MGM9
YFR011C	0	0	0	P43594	MIC19	MICOS complex subunit MIC19	AIM13;MCS19
YER028C	0	0	0	P39943	MIG3	Transcription corepressor MIG3	NA
YMR167W	0	0	0	P38920	MLH1	DNA mismatch repair protein MLH1	PMS2
YKR095W	0	0	0	Q02455	MLP1	Protein MLP1	NA
YPL270W	0	0	0	P33311	MDL2	ATP-dependent permease MDL2, mitochondrial precursor	SSH1
YOL111C	0	0	0	Q12285	MDY2	Ubiquitin-like protein MDY2	GET5;TMA24
YGL151W	0	0	0	P53114	NUT1	Mediator of RNA polymerase II transcription subunit 5	MED5
YPL121C	0	0	0	P32489	MEI5	Meiosis protein 5	NA
YOR351C	0	0	0	P24719	MEK1	Meiosis-specific serine/threonine-protein kinase MEK1	MRE4
YNL277W	0	0	0	P08465	MET2	Homoserine O-acetyltransferase	NA
YJR137C	0	0	0	P47169	MET5	Sulfite reductase [NADPH] subunit beta	ECM17
YDR461W	0	0	0	P34165	MFA1	Mating hormone A-factor 1 precursor	NA
YDL233W	0	0	0	Q07684	MFG1	Morphogenetic regulator of filamentous growth protein 1	NA
YDL200C	0	0	0	P26188	MGT1	Methylated-DNA--protein-cysteine methyltransferase	NA
YOR231W	0	0	0	P32490	MKK1	MAP kinase kinase MKK1/SSP32	SSP32
YKL201C	0	0	0	P36044	MNN4	Protein MNN4	NA
YKL064W	0	0	0	P35724	MNR2	Manganese resistance protein MNR2	NA
YGL257C	0	0	0	P53059	MNT2	Alpha-1,3-mannosyltransferase MNT2	NA
YPR167C	0	0	0	P18408	MET16	Phosphoadenosine phosphosulfate reductase	NA
YIR017C	0	0	0	P40573	MET28	Transcriptional activator of sulfur metabolism MET28	NA
YJR130C	0	0	0	P47164	STR2	Cystathionine gamma-synthase	NA
YBR213W	0	0	0	P15807	MET8	Siroheme biosynthesis protein MET8	NA
YNL145W	0	0	0	P34166	MFA2	Mating hormone A-factor 2 precursor	NA
YKR016W	0	0	0	P36112	MIC60	MICOS complex subunit MIC60 precursor	AIM28;FCJ1;FMP13
YBL107C	0	0	0	P38162	MIX23	Mitochondrial intermembrane space cysteine motif-containing protein MIX23	MIC23
YGL106W	0	0	0	P53141	MLC1	Myosin light chain 1	NA
YHR204W	0	0	0	P38888	MNL1	ER degradation-enhancing alpha-mannosidase-like protein 1 precursor	HTM1
YDR245W	0	0	0	P50108	MNN10	Probable alpha-1,6-mannosyltransferase MNN10	BED1
YJL186W	0	0	0	P46982	MNN5	Alpha-1,2-mannosyltransferase MNN5 precursor	NA
YNR059W	0	0	0	P53745	MNT4	Probable alpha-1,3-mannosyltransferase MNT4	NA
YDR502C	0	0	0	P19358	SAM2	S-adenosylmethionine synthase 2	ETH2
YER134C	0	0	0	P40081	NA	Putative magnesium-dependent phosphatase YER134C	NA
YKL094W	0	0	0	P28321	YJU3	Monoglyceride lipase {ECO:0000305}	NA
YMR115W	0	0	0	Q04472	MGR3	Mitochondrial inner membrane i-AAA protease supercomplex subunit MGR3	FMP24
YBR262C	0	0	0	P38341	MIC12	MICOS complex subunit MIC12	AIM5;FMP51;MCS12
YNL291C	0	0	0	P41821	MID1	Stretch-activated cation channel MID1 precursor	NA
YDR031W	0	0	0	Q04341	MIX14	Mitochondrial intermembrane space cysteine motif-containing protein MIX14	MIC14
YDR144C	0	0	0	P53379	MKC7	Aspartic proteinase MKC7 precursor	YPS2
YPL140C	0	0	0	P32491	MKK2	MAP kinase kinase MKK2/SSP33	SSP33
YNL085W	0	0	0	P40850	MKT1	Protein MKT1	NA
YIR025W	0	0	0	P40577	MND2	Anaphase-promoting complex subunit MND2	NA
YOL091W	0	0	0	Q12411	SPO21	Sporulation-specific protein 21	MPC70
YOL088C	0	0	0	Q99316	MPD2	Protein disulfide isomerase MPD2 precursor	NA
YGL178W	0	0	0	P39016	MPT5	Suppressor protein MPT5	HTR1;PUF5
YIL149C	0	0	0	P40457	MLP2	Protein MLP2	NA
YPR164W	0	0	0	Q06211	MMS1	E3 ubiquitin-protein ligase linker protein MMS1	KIM3;RTT108;SLM6
YLR320W	0	0	0	Q06164	MMS22	E3 ubiquitin-protein ligase substrate receptor MMS22	SLM2
YPL224C	0	0	0	Q08970	MMT2	Mitochondrial metal transporter 2 precursor	MFT2
YGL183C	0	0	0	P53102	MND1	Meiotic nuclear division protein 1	NA
YJR131W	0	0	0	P32906	MNS1	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	NA
YGL064C	0	0	0	P53166	MRH4	ATP-dependent RNA helicase MRH4, mitochondrial precursor	NA
YPL184C	0	0	0	Q08925	MRN1	RNA-binding protein MRN1	PTR69
YPL168W	0	0	0	Q12467	MRX4	MIOREX complex component 4 {ECO:0000305|PubMed:25683707} precursor	NA
YNL211C	0	0	0	P53869	MRX7	MIOREX complex component 7 {ECO:0000305|PubMed:25683707}	NA
YDL160C-A	0	0	0	Q3E829	MHF2	MHF histone-fold complex subunit 2 {ECO:0000305|PubMed:20347428}	NA
YDR296W	0	0	0	Q06630	MHR1	Mitochondrial homologous recombination protein 1	XTC1
YEL007W	0	0	0	P40002	MIT1	Transcriptional regulator MIT1	NA
YMR002W	0	0	0	Q03667	MIX17	Mitochondrial intermembrane space cysteine motif-containing protein MIX17 precursor	MIC17
YPR188C	0	0	0	Q06580	MLC2	Myosin light chain 2	NA
YLR035C	0	0	0	Q07980	MLH2	DNA mismatch repair protein MLH2	NA
YIL014W	0	0	0	P40549	MNT3	Alpha-1,3-mannosyltransferase MNT3	NA
YNL297C	0	0	0	P48563	MON2	Protein MON2	YSL2
YGR243W	0	0	0	P53311	MPC3	Mitochondrial pyruvate carrier 3 {ECO:0000303|PubMed:22628554, ECO:0000303|PubMed:22628558} precursor	ECO:0000303|PubMed:22628558};FMP43 {ECO:0000303|PubMed:14576278}
YJL066C	0	0	0	P40364	MPM1	Mitochondrial peculiar membrane protein 1	NA
YPR079W	0	0	0	Q06815	MRL1	Mannose 6-phosphate receptor-like protein 1 precursor	NA
YIR021W	0	0	0	P07266	MRS1	Mitochondrial RNA-splicing protein MRS1	PET157
YJL133W	0	0	0	P10566	MRS3	Mitochondrial RNA-splicing protein MRS3	NA
YER077C	0	0	0	P40050	MRX1	MIOREX complex component 1 {ECO:0000305|PubMed:25683707} precursor	NA
YBL095W	0	0	0	P38172	MRX3	MIOREX complex component 3 {ECO:0000305|PubMed:25683707} precursor	NA
YNL295W	0	0	0	P48564	MRX6	MIOREX complex component 6 {ECO:0000305|PubMed:25683707} precursor	NA
YDL027C	0	0	0	Q07349	MRX9	MIOREX complex component 9 {ECO:0000305|PubMed:25683707}	NA
YGL087C	0	0	0	P53152	MMS2	Ubiquitin-conjugating enzyme variant MMS2	NA
YJL183W	0	0	0	P46985	MNN11	Probable alpha-1,6-mannosyltransferase MNN11	NA
YJR074W	0	0	0	P47123	MOG1	Nuclear import protein MOG1	NA
YIR002C	0	0	0	P40562	MPH1	ATP-dependent DNA helicase MPH1 {ECO:0000305}	NA
YDL045W-A	0	0	0	O75012	MRP10	37S ribosomal protein MRP10, mitochondrial	NA
YNR049C	0	0	0	P53604	MSO1	Protein MSO1	NA
YER042W	0	0	0	P40029	MXR1	Peptide methionine sulfoxide reductase	NA
YMR097C	0	0	0	Q03151	MTG1	Mitochondrial GTPase 1 precursor	NA
YHR168W	0	0	0	P38860	MTG2	GTPase MTG2, mitochondrial precursor	NA
YLL061W	0	0	0	Q12372	MMP1	S-methylmethionine permease 1	NA
YMR177W	0	0	0	Q03218	MMT1	Mitochondrial metal transporter 1 precursor	MFT1
YOR350C	0	0	0	P24720	MNE1	Protein MNE1	MNE
YPL050C	0	0	0	P39107	MNN9	Mannan polymerase complexes subunit MNN9	NA
YGL124C	0	0	0	P53129	MON1	Vacuolar fusion protein MON1	AUT12
YLR219W	0	0	0	Q05812	MSC3	Meiotic sister-chromatid recombination protein 3	NA
YOR354C	0	0	0	Q08818	MSC6	Meiotic sister-chromatid recombination protein 6, mitochondrial precursor	NA
YCR092C	0	0	0	P25336	MSH3	DNA mismatch repair protein MSH3	NA
YAR033W	0	0	0	P39552	MST28	Multicopy suppressor of SEC21 protein 28	NA
YKL098W	0	0	0	P34246	MTC2	Maintenance of telomere capping protein 2	NA
YPL023C	0	0	0	P46151	MET12	Methylenetetrahydrofolate reductase 1	NA
YNL249C	0	0	0	P53583	MPA43	Protein MPA43	NA
YNR024W	0	0	0	P53725	MPP6	M-phase phosphoprotein 6 homolog	NA
YMR224C	0	0	0	P32829	MRE11	Double-strand break repair protein MRE11	NA
YDL079C	0	0	0	P50873	MRK1	Serine/threonine-protein kinase MRK1	NA
YOR201C	0	0	0	P25270	MRM1	rRNA methyltransferase 1, mitochondrial {ECO:0000303|PubMed:11867542} precursor	PET56 {ECO:0000303|PubMed:3001645}
YHR120W	0	0	0	P25846	MSH1	DNA mismatch repair protein MSH1, mitochondrial precursor	NA
YOL116W	0	0	0	P22148	MSN1	Protein MSN1	FUP1;PHD2
YDR335W	0	0	0	P52918	MSN5	Protein MSN5	NA
YDR277C	0	0	0	P35198	MTH1	Protein MTH1	NA
YBL049W	0	0	0	P38191	MOH1	Protein yippee-like MOH1	NA
YOR177C	0	0	0	Q08550	MPC54	Meiotic plaque component protein 54	NA
YKL142W	0	0	0	P35719	MRP8	Uncharacterized protein MRP8	NA
YKR052C	0	0	0	P23500	MRS4	Mitochondrial RNA-splicing protein MRS4	NA
YKL009W	0	0	0	P33201	MRT4	Ribosome assembly factor MRT4 {ECO:0000303|PubMed:19346338}	NA
YDR282C	0	0	0	Q05648	MRX10	MIOREX complex component 10 {ECO:0000305|PubMed:25683707} precursor	NA
YJL147C	0	0	0	P47007	MRX5	MIOREX complex component 5 {ECO:0000305|PubMed:25683707} precursor	NA
YDR336W	0	0	0	Q05473	MRX8	MIOREX complex component 8 {ECO:0000305|PubMed:25683707}	NA
YDR205W	0	0	0	Q03455	MSC2	Probable zinc transporter MSC2	NA
YPR134W	0	0	0	P08593	MSS18	Protein MSS18	NA
YGL051W	0	0	0	P53176	MST27	Multicopy suppressor of SEC21 protein 27	DUP2
YGL226W	0	0	0	P53077	MTC3	Maintenance of telomere capping protein 3, mitochondrial precursor	NA
YGR023W	0	0	0	P53214	MTL1	Protein MTL1 precursor	NA
YDL033C	0	0	0	Q12093	SLM3	Mitochondrial tRNA-specific 2-thiouridylase 1	MTO2;MTU1
YKL074C	0	0	0	P36084	MUD2	Splicing factor MUD2	NA
YGR055W	0	0	0	P50276	MUP1	High-affinity methionine permease	NA
YGL136C	0	0	0	P53123	MRM2	rRNA methyltransferase 2, mitochondrial {ECO:0000303|PubMed:11867542} precursor	NA
YOR334W	0	0	0	Q01926	MRS2	Magnesium transporter MRS2, mitochondrial precursor	NA
YPL041C	0	0	0	Q03079	MRX11	MIOREX complex component 11 {ECO:0000305|PubMed:25683707} precursor	NA
YDL154W	0	0	0	Q12175	MSH5	MutS protein homolog 5	NA
YCR040W	0	0	0	P0CY06	MATALPHA1	Mating-type protein ALPHA1	ALPHA-1;MAT1A;MATAL1
YHR053C	0	0	0	P0CX80	CUP1-1	Copper metallothionein 1-1 precursor	MTH1
YMR228W	0	0	0	P14908	MTF1	Mitochondrial transcription factor 1	NA
YMR100W	0	0	0	Q03162	MUB1	MYND-type zinc finger protein MUB1	NA
YPL070W	0	0	0	Q02866	MUK1	Protein MUK1	NA
YBR057C	0	0	0	P38236	MUM2	Protein MUM2	NA
YDL247W	0	0	0	P0CD99	MPH2	Alpha-glucosides permease MPH2	NA
YMR036C	0	0	0	P23748	MIH1	M-phase inducer phosphatase	NA
YNL053W	0	0	0	P38590	MSG5	Tyrosine-protein phosphatase MSG5	NA
YFL003C	0	0	0	P40965	MSH4	MutS protein homolog 4	NA
YIR009W	0	0	0	P40567	MSL1	U2 small nuclear ribonucleoprotein B''	NA
