oln_id	uniprot_acc	gene_name	description	synonyms
YLR424W	Q06411	SPP382	Pre-mRNA-splicing factor SPP382	CCF8;NTR1
YML055W	Q04969	SPC2	Signal peptidase complex subunit SPC2	SPY1
YGL170C	P45819	SPO74	Sporulation-specific protein 74	
YOR190W	P32603	SPR1	Sporulation-specific glucan 1,3-beta-glucosidase precursor	SSG1
YNL204C	P32572	SPS18	Sporulation protein SPS18	SPX18
YCL048W	P25380	SPS22	Sporulation-specific protein 22 precursor	
YOR313C	P09937	SPS4	Sporulation-specific protein 4	
YKL020C	P35210	SPT23	Protein SPT23	
YML010W	P27692	SPT5	Transcription elongation factor SPT5	
YCR018C	P09007	SRD1	Pre-rRNA-processing protein SRD1	
YDL092W	P38985	SRP14	Signal recognition particle subunit SRP14	
YPR088C	P20424	SRP54	Signal recognition particle subunit SRP54	SRH1
YFR031C	P38989	SMC2	Structural maintenance of chromosomes protein 2	
YOL034W	Q08204	SMC5	Structural maintenance of chromosomes protein 5	
YML058W	Q04964	SML1	Ribonucleotide reductase inhibitor protein SML1	
YBR182C	P38128	SMP1	Transcription factor SMP1	
YJL036W	P47057	SNX4	Sorting nexin-4	ATG24;CVT13
YKR037C	P36131	SPC34	DASH complex subunit SPC34	
YDR504C	Q04398	SPG3	Stationary phase protein 3	
YHR136C	P38839	SPL2	Putative cyclin-dependent kinase inhibitor SPL2	
YHL022C	P23179	SPO11	Meiosis-specific protein SPO11	
YPL130W	Q03029	SPO19	Sporulation-specific protein 19 precursor	
YDR523C	P08458	SPS1	Sporulation-specific protein 1	
YDR392W	P06844	SPT3	Protein SPT3	
YGR116W	P23615	SPT6	Transcription elongation factor SPT6	CRE2;SSN20
YML034W	Q03707	SRC1	Inner nuclear membrane protein SRC1	HEH1
YKL122C	P32342	SRP21	Signal recognition particle subunit SRP21	
YHR139C	P13130	SPS100	Sporulation-specific wall maturation protein precursor	
YHL034C	P10080	SBP1	Single-stranded nucleic acid-binding protein	SSB1;SSBR1
YPL042C	P39073	SSN3	Meiotic mRNA stability protein kinase SSN3	ARE1;CDK8;GIG2;SRB10;UME5
YGR212W	P53304	SLI1	N-acetyltransferase SLI1	
YBR077C	P38247	SLM4	Protein SLM4	EGO3;GSE1
YPR054W	P41808	SMK1	Sporulation-specific mitogen-activated protein kinase SMK1	
YOR149C	Q04174	SMP3	GPI mannosyltransferase 4	LAS2;SAP2
YDR510W	Q12306	SMT3	Ubiquitin-like protein SMT3 precursor	
YKL079W	P32364	SMY1	Kinesin-related protein SMY1	
YBR172C	P32909	SMY2	Protein SMY2	
YJL151C	P14359	SNA3	Protein SNA3	
YNR023W	P53628	SNF12	Transcription regulatory protein SNF12	SWP73
YDL194W	P10870	SNF3	High-affinity glucose transporter SNF3	
YIL016W	P40548	SNL1	HSP70 co-chaperone SNL1	
YNL334C	P53823	SNO2	Probable pyridoxal 5'-phosphate synthase subunit SNO2	
YCR033W	P25357	SNT1	Probable DNA-binding protein SNT1	
YDR240C	Q03782	SNU56	56 kDa U1 small nuclear ribonucleoprotein component	MUD10
YOR353C	Q08817	SOG2	Leucine-rich repeat-containing protein SOG2	
YMR016C	P53438	SOK2	Protein SOK2	
YCL054W	P25582	SPB1	27S pre-rRNA (guanosine(2922)-2'-O)-methyltransferase	
YDR201W	Q03954	SPC19	DASH complex subunit SPC19	
YGR236C	P50088	SPG1	Stationary phase gene 1 protein	
YHR014W	P23624	SPO13	Meiosis-specific protein SPO13	
YKR031C	P36126	SPO14	Phospholipase D1	PLD1
YNL012W	P53541	SPO1	Putative meiotic phospholipase SPO1 precursor	
YDR104C	Q03868	SPO71	Sporulation-specific protein 71	
YLL005C	Q07798	SPO75	Sporulation-specific protein 75	
YAL009W	P18410	SPO7	Sporulation-specific protein SPO7	
YNL202W	P32573	SPS19	Peroxisomal 2,4-dienoyl-CoA reductase SPS19	SPX19
YLR146C	Q12455	SPE4	Spermine synthase	
YNL224C	P53866	SQS1	Protein SQS1	
YLR082C	Q12020	SRL2	Protein SRL2	
YLR412W	Q06688	BER1	SRR1-like protein BER1	
YKL086W	P36077	SRX1	Sulfiredoxin	
YLR005W	Q04673	SSL1	Suppressor of stem-loop protein 1	
YDR443C	P38931	SSN2	Mediator of RNA polymerase II transcription subunit 13	MED13;NUT8;RYE3;SCA1;SRB9;UME2
YDR160W	Q03770	SSY1	SPS-sensor component SSY1	APF7;SHR10
YOR290C	P22082	SNF2	Transcription regulatory protein SNF2	GAM1;RIC1;SWI2;TYE3
YLR025W	P39929	SNF7	Vacuolar-sorting protein SNF7 {ECO:0000305}	DID1 {ECO:0000303|PubMed:11029042};VPS32 {ECO:0000303|PubMed:3062374}
YFL060C	P43544	SNO3	Probable pyridoxal 5'-phosphate synthase subunit SNO3	
YDR011W	P32568	SNQ2	Protein SNQ2	
YDL098C	Q12368	SNU23	23 kDa U4/U6.U5 small nuclear ribonucleoprotein component	
YNL333W	P53824	SNZ2	Probable pyridoxal 5'-phosphate synthase subunit SNZ2	
YNR034W	P50278	SOL1	6-phosphogluconolactonase-like protein 1	
YJL192C	P39543	SOP4	Protein SOP4 precursor	
YMR066W	Q04748	SOV1	Protein SOV1, mitochondrial precursor	
YDR356W	P32380	SPC110	Spindle pole body component 110	NUF1;XCM1
YJR010C-A	P46965	SPC1	Signal peptidase complex subunit SPC1	
YNL126W	P53540	SPC98	Spindle pole body component SPC98	
YPR069C	Q12074	SPE3	Spermidine synthase	
YMR107W	Q04438	SPG4	Stationary phase protein 4	
YMR191W	P42933	SPG5	Stationary phase protein 5	
YLR341W	Q06134	SPO77	Sporulation-specific protein 77	
YOR148C	Q02521	SPP2	Pre-mRNA-splicing factor SPP2	
YDR464W	P38904	SPP41	Protein SPP41	
YDR218C	Q04921	SPR28	Sporulation-regulated protein 28	
YGR059W	P41901	SPR3	Sporulation-regulated protein 3	
YOR247W	Q08673	SRL1	Cell wall protein SRL1 precursor	
YKR091W	P36167	SRL3	Protein SRL3	
YCL037C	P25567	SRO9	RNA-binding protein SRO9	
YKR092C	P32583	SRP40	Suppressor protein SRP40	
YPL210C	P38688	SRP72	Signal recognition particle subunit SRP72	
YDR312W	Q12153	SSF2	Ribosome biogenesis protein SSF2	
YKL124W	P32343	SSH4	Protein SSH4	MLF4
YLR452C	P11972	SST2	Protein SST2	
YLR362W	P23561	STE11	Serine/threonine-protein kinase STE11	
YDR410C	P32584	STE14	Protein-S-isoprenylcysteine O-methyltransferase	
YKL178C	P06783	STE3	Pheromone a factor receptor	
YLR375W	Q05937	STP3	Zinc finger protein STP3	
YMR054W	P37296	STV1	V-type proton ATPase subunit a, Golgi isoform	
YFL002C	P25808	SPB4	ATP-dependent rRNA helicase SPB4 {ECO:0000305}	
YKL042W	P36094	SPC42	Spindle pole body component SPC42	
YAL047C	P39723	SPC72	Spindle pole component SPC72	LDB4;SPI6
YER150W	P40092	SPI1	Uncharacterized cell wall protein SPI1 precursor	
YHR152W	P17123	SPO12	Sporulation-specific protein 12	
YMR017W	Q04359	SPO20	Sporulation-specific protein 20	
YGL207W	P32558	SPT16	FACT complex subunit SPT16	CDC68;SSF1
YER161C	P06843	SPT2	Protein SPT2	SIN1 {ECO:0000303|PubMed:2072912;ECO:0000303|PubMed:8654588};SPM2
YBR081C	P35177	SPT7	Transcriptional activator SPT7	
YLR055C	P38915	SPT8	Transcription factor SPT8	
YJL092W	P12954	SRS2	ATP-dependent DNA helicase SRS2	HPR5;RADH
YMR101C	Q03175	SRT1	Dehydrodolichyl diphosphate syntase complex subunit SRT1 {ECO:0000305}	
YHR066W	P38789	SSF1	Ribosome biogenesis protein SSF1	
YBR283C	P38353	SSH1	Sec sixty-one protein homolog	
YNR031C	P53599	SSK2	MAP kinase kinase kinase SSK2	
YPL232W	P32867	SSO1	Protein SSO1	
YHR184W	P38871	SSP1	Sporulation-specific protein 1	
YJL156C	P47002	SSY5	SPS-sensor serine protease component SSY5 precursor	APF8
YMR019W	P50104	STB4	Probable transcriptional regulatory protein STB4	
YCL064C	P25379	CHA1	Catabolic L-serine/threonine dehydratase	
YHR084W	P13574	STE12	Protein STE12	
YDR103W	P32917	STE5	Protein STE5	NUL3
YKL209C	P12866	STE6	Alpha-factor-transporting ATPase	
YDL159W	P06784	STE7	Serine/threonine-protein kinase STE7	
YOR027W	P15705	STI1	Heat shock protein STI1	
YLR305C	P37297	STT4	Phosphatidylinositol 4-kinase STT4	
YLR066W	Q12133	SPC3	Signal peptidase complex subunit SPC3	
YLR313C	Q06160	SPH1	Protein SPH1	
YBR250W	P33757	SPO23	Sporulation protein 23	
YER046W	P40031	SPO73	Sporulation-specific protein 73	
YOL148C	P50875	SPT20	Transcription factor SPT20	ADA5
YPL033C	Q03085	SRL4	Oxidoreductase-like protein SRL4	
YPL243W	P38687	SRP68	Signal recognition particle subunit SRP68	
YDR292C	P32916	SRP101	Signal recognition particle receptor subunit alpha homolog	
YLR006C	Q07084	SSK1	Osmolarity two-component system protein SSK1	
YNL025C	P47821	SSN8	RNA polymerase II holoenzyme cyclin-like subunit	GIG3;NUT9;SRB11;UME3
YOR047C	Q02794	STD1	Protein STD1	MSN3;SFS3
YDR536W	P39932	STL1	Sugar transporter STL1	
YDR463W	Q00947	STP1	Transcription factor STP1 precursor	BAP1;SSY2
YBL034C	P38198	STU1	Protein STU1	
YOR142W	P53598	LSC1	Succinyl-CoA ligase [ADP-forming] subunit alpha, mitochondrial precursor	
YGR244C	P53312	LSC2	Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial precursor	
YNL244C	P32911	SUI1	Eukaryotic translation initiation factor eIF-1	RFR1
YBR294W	P38359	SUL1	Sulfate permease 1	SFP2
YDR320C	Q06677	SWA2	Auxilin-like clathrin uncoating factor SWA2	AUX1;BUD24
YLR385C	Q06707	SWC7	SWR1-complex protein 7	AWS1
YDR260C	Q12379	SWM1	Anaphase-promoting complex subunit SWM1	APC13
YOR166C	Q12104	SWT1	Transcriptional protein SWT1	
YDR522C	P08459	SPS2	Sporulation-specific protein 2 precursor	
YKL218C	P36007	SRY1	Threo-3-hydroxyaspartate ammonia-lyase	
YDR293C	P24276	SSD1	Protein SSD1	CLA1;RLD1;SRK1
YDR169C	Q12427	STB3	Protein STB3	
YHR178W	P38699	STB5	Protein STB5	
YOR219C	P33894	STE13	Dipeptidyl aminopeptidase A	YCI1
YLR389C	Q06010	STE23	A-factor-processing enzyme	
YJR117W	P47154	STE24	CAAX prenyl protease 1	AFC1
YGR008C	P16965	STF2	ATPase-stabilizing factor 15 kDa protein	
YDL048C	Q07351	STP4	Zinc finger protein STP4	
YGR002C	P53201	SWC4	SWR1-complex protein 4	EAF2;GOD1
YOR179C	Q08553	SYC1	Protein SYC1	
YIR012W	P35184	SQT1	Ribosome assembly protein SQT1	
YCR081W	P25648	SRB8	Mediator of RNA polymerase II transcription subunit 12	GIG1;MED12;NUT6;SSN5
YDL133W	Q12516	SRF1	Regulator of phospholipase D SRF1	
YLR119W	Q99176	SRN2	Protein SRN2	SRN10;VPS37
YBL106C	P38163	SRO77	Lethal(2) giant larvae protein homolog SRO77	SNI2;SOP2
YPR032W	Q12038	SRO7	Lethal(2) giant larvae protein homolog SRO7	SNI1;SOP1
YKL154W	P36057	SRP102	Signal recognition particle receptor subunit beta	
YLR250W	P39931	SSP120	Protein SSP120 precursor	
YCR073C	P25390	SSK22	Serine/threonine-protein kinase SSK22	
YMR183C	P39926	SSO2	Protein SSO2	
YOR242C	Q08646	SSP2	Sporulation-specific protein 2	
YDL130W-A	P01098	STF1	ATPase-stabilizing factor 9 kDa, mitochondrial precursor	AIS2
YIL126W	P32597	STH1	Nuclear protein STH1/NPS1	NPS1
YDR082W	P38960	STN1	Protein STN1	
YCL008C	P25604	STP22	Suppressor protein STP22 of temperature-sensitive alpha-factor receptor and arginine permease	VPS23
YHR006W	P38704	STP2	Transcription factor STP2 precursor	
YPL032C	Q03088	SVL3	Styryl dye vacuolar localization protein 3	
YER111C	P25302	SWI4	Regulatory protein SWI4	ART1
YFL049W	P43554	SWP82	SWI/SNF global transcription activator complex subunit SWP82	
YOR335C	P40825	ALA1	Alanine--tRNA ligase, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03133} precursor	CDC64
YLL018C	P04802	DPS1	Aspartate--tRNA ligase, cytoplasmic	APS;APS1
YPL092W	P41930	SSU1	Sulfite efflux pump SSU1	
YMR053C	P46679	STB2	Protein STB2	
YFL026W	D6VTK4	STE2	Pheromone alpha factor receptor	
YCL032W	P25344	STE50	Protein STE50	
YIR011C	P38637	STS1	Tethering factor for nuclear proteasome STS1	DBF8;SSM5
YGL022W	P39007	STT3	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3	
YGL169W	P32579	SUA5	Threonylcarbamoyl-AMP synthase	
YMR039C	P54000	SUB1	RNA polymerase II transcriptional coactivator SUB1	TSP1
YDL084W	Q07478	SUB2	ATP-dependent RNA helicase SUB2	
YPR151C	Q06524	SUE1	Protein SUE1, mitochondrial precursor	
YDR297W	P38992	SUR2	Sphingolipid C4-hydroxylase SUR2	SYR2
YDR346C	Q05515	SVF1	Survival factor 1	SGI1
YDR126W	Q04629	SWF1	Palmitoyltransferase SWF1	PSL10
YDR146C	P08153	SWI5	Transcriptional factor SWI5	
YNL247W	P53852		Cysteine--tRNA ligase	
YLR060W	P15624	FRS1	Phenylalanine--tRNA ligase beta subunit	
YPL040C	P48526	ISM1	Isoleucine--tRNA ligase, mitochondrial	
YLR045C	P46675	STU2	Protein STU2	
YAL014C	P31377	SYN8	Syntaxin-8	UIP2
YPR003C	P53394		Putative sulfate transporter YPR003C	
YDR310C	P46676	SUM1	Suppressor of mar1-1 protein	
YKR069W	P36150	MET1	Uroporphyrinogen-III C-methyltransferase	MET20
YNL066W	P53616	SUN4	Probable secreted beta-glucosidase SUN4 precursor	SCW3
YPL057C	P33300	SUR1	Mannosyl phosphorylinositol ceramide synthase SUR1	BCL21;CSG1;LPE15
YML052W	P54003	SUR7	Protein SUR7	
YBR111W-A	Q6WNK7	SUS1	Transcription and mRNA export factor SUS1 {ECO:0000255|HAMAP-Rule:MF_03046}	
YGL162W	P53032	SUT1	Sterol uptake protein 1	
YJL176C	P32591	SWI3	SWI/SNF complex subunit SWI3	TYE2
YGR129W	P53277	SYF2	Pre-mRNA-splicing factor SYF2	NTC31
YPR033C	P07263	HTS1	Histidine--tRNA ligase, mitochondrial precursor	
YGR171C	P22438	MSM1	Methionine--tRNA ligase, mitochondrial	
YNL222W	P53538	SSU72	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	
YHR064C	P38788	SSZ1	Ribosome-associated complex subunit SSZ1	PDR13
YNL309W	P42845	STB1	Protein STB1	
YKL072W	P36085	STB6	Protein STB6	
YLR150W	P39015	STM1	Suppressor protein STM1	MPT4;STO1
YGL184C	P53101	STR3	Cystathionine beta-lyase	
YPL163C	Q12254	SVS1	Protein SVS1 precursor	
YAR003W	P39706	SWD1	COMPASS component SWD1	CPS50;SAF49
YBR175W	P38123	SWD3	COMPASS component SWD3	CPS30;SAF35
YJL187C	P32944	SWE1	Mitosis inhibitor protein kinase SWE1	
YLR182W	P09959	SWI6	Regulatory protein SWI6	
YNL081C	P53937	SWS2	37S ribosomal protein SWS2, mitochondrial	
YDR416W	Q04048	SYF1	Pre-mRNA-splicing factor SYF1	NTC90
YBL076C	P09436	ILS1	Isoleucine--tRNA ligase, cytoplasmic	
YLR382C	P11325	NAM2	Leucine--tRNA ligase, mitochondrial precursor	MSL1
YLR092W	Q12325	SUL2	Sulfate permease 2	SEL2
YPR009W	Q12286	SUT2	Sterol uptake protein 2	
YPL029W	P32580	SUV3	ATP-dependent RNA helicase SUV3, mitochondrial precursor	
YHR181W	P38869	SVP26	Protein SVP26	
YAL011W	P31376	SWC3	SWR1-complex protein 3	FUN36;SWC1
YHR011W	P38705	DIA4	Serine--tRNA ligase, mitochondrial	
YPL104W	P15179	MSD1	Aspartate--tRNA ligase, mitochondrial	
YGL245W	P46655	GUS1	Glutamate--tRNA ligase, cytoplasmic	
YOL033W	P48525	MSE1	Glutamate--tRNA ligase, mitochondrial	
YFL022C	P15625	FRS2	Phenylalanine--tRNA ligase alpha subunit	
YGR264C	P00958	MES1	Methionine--tRNA ligase, cytoplasmic	
YHR019C	P38707	DED81	Asparagine--tRNA ligase, cytoplasmic	
YCR024C	P25345	SLM5	Asparagine--tRNA ligase, mitochondrial precursor	
YDL063C	Q07395	SYO1	Synchronized import protein 1	
YKL194C	P07236	MST1	Threonine--tRNA ligase, mitochondrial precursor	
YGR094W	P07806	VAS1	Valine--tRNA ligase, mitochondrial precursor	
YPR047W	P08425	MSF1	Phenylalanine--tRNA ligase, mitochondrial precursor	
YIL047C	P40528	SYG1	Protein SYG1	
YPL105C	Q02875	SYH1	SMY2 homolog 2	
YNL073W	P32048	MSK1	Lysine--tRNA ligase, mitochondrial precursor	
YHR091C	P38714	MSR1	Arginine--tRNA ligase, mitochondrial precursor	
YIL078W	P04801	THS1	Threonine--tRNA ligase, cytoplasmic	
YGR186W	P41895	TFG1	Transcription initiation factor IIF subunit alpha	SSU71
YPL011C	Q12297	TAF3	Transcription initiation factor TFIID subunit 3	TAF47
YBR231C	P38326	SWC5	SWR1-complex protein 5	AOR1
YKL018W	P36104	SWD2	COMPASS component SWD2	CPS35;SAF37
YPL016W	P09547	SWI1	SWI/SNF chromatin-remodeling complex subunit SWI1	ADR6;GAM3
YNR004W	P40342	SWM2	Nucleolar protein SWM2	
YDR334W	Q05471	SWR1	Helicase SWR1	
YNL187W	P53873	SWT21	Protein SWT21	
YDR395W	Q04175	SXM1	Importin beta SMX1	KAP108
YPR081C	Q06817	GRS2	Glycine--tRNA ligase 2	
YBR121C	P38088	GRS1	Glycine--tRNA ligase 1, mitochondrial precursor	
YDR037W	P15180	KRS1	Lysine--tRNA ligase, cytoplasmic	GCD5
YDR341C	Q05506		Arginine--tRNA ligase, cytoplasmic	
YDR023W	P07284	SES1	Serine--tRNA ligase, cytoplasmic	SERS
YPL097W	P48527	MSY1	Tyrosine--tRNA ligase, mitochondrial precursor	
YMR005W	P50105	TAF4	Transcription initiation factor TFIID subunit 4	MPT1;TAF48;TSG2
YLR354C	P15019	TAL1	Transaldolase	
YPL160W	P26637	CDC60	Leucine--tRNA ligase, cytoplasmic	
YLR251W	Q06563	SYM1	Protein SYM1	
YPR095C	Q06836	SYT1	Arf guanine nucleotide exchange factor SYT1	
YJL035C	P47058	TAD2	tRNA-specific adenosine deaminase subunit TAD2	
YML015C	Q04226	TAF11	Transcription initiation factor TFIID subunit 11	TAF40
YCR042C	P23255	TAF2	Transcription initiation factor TFIID subunit 2	TAF150;TSM1
YMR236W	Q05027	TAF9	Transcription initiation factor TFIID subunit 9	TAF17
YGR046W	P53230	TAM41	Phosphatidate cytidylyltransferase, mitochondrial precursor	MMP37
YPR140W	Q06510	TAZ1	Lysophosphatidylcholine acyltransferase	
YGR270W	P40340	YTA7	Tat-binding homolog 7	
YER148W	P13393	SPT15	TATA-box-binding protein	BTF1;TBP1
YML072C	Q03640	TCB3	Tricalbin-3	
YKL027W	P36101	TCD2	tRNA threonylcarbamoyladenosine dehydratase 2	
YCR030C	P25623	SYP1	Suppressor of yeast profilin deletion	
YER087W	P39965	AIM10	Probable proline--tRNA ligase, mitochondrial	
YOR168W	P13188	GLN4	Glutamine--tRNA ligase	
YDR268W	P04803	MSW1	Tryptophan--tRNA ligase, mitochondrial	MSW
YKL028W	P36100	TFA1	Transcription initiation factor IIE subunit alpha	
YGR005C	P41896	TFG2	Transcription initiation factor IIF subunit beta	
YLR316C	Q9URQ3	TAD3	tRNA-specific adenosine deaminase subunit TAD3	
YDR167W	Q12030	TAF10	Transcription initiation factor TFIID subunit 10	TAF23;TAF25
YML114C	Q03750	TAF8	Transcription initiation factor TFIID subunit 8	TAF65
YCR060W	P25638	TAH1	TPR repeat-containing protein associated with Hsp90	
YIL129C	P40468	TAO3	Cell morphogenesis protein PAG1	PAG1
YPL128C	Q02457	TBF1	Protein TBF1	
YBR044C	P38228	TCM62	Mitochondrial chaperone TCM62 precursor	
YIL142W	P39076	CCT2	T-complex protein 1 subunit beta	BIN3;TCP2
YDR188W	P39079	CCT6	T-complex protein 1 subunit zeta	TCP20;TCP6
YKL058W	P32774	TOA2	Transcription initiation factor IIA subunit 2	
YML098W	P11747	TAF13	Transcription initiation factor TFIID subunit 13	FUN81;TAF19
YGR274C	P46677	TAF1	Transcription initiation factor TFIID subunit 1	TAF130;TAF145
YBR198C	P38129	TAF5	Transcription initiation factor TFIID subunit 5	TAF90
YGL112C	P53040	TAF6	Transcription initiation factor TFIID subunit 6	TAF60
YBR069C	P38085	TAT1	Valine/tyrosine/tryptophan amino-acid permease 1	TAP1;VAP1
YJL083W	P47030	TAX4	Protein TAX4	
YOR265W	P48606	RBL2	Tubulin-specific chaperone A	
YHR009C	P38758	TDA3	Putative oxidoreductase TDA3	BTN3
YPR157W	Q06466	TDA6	Putative vacuolar protein sorting-associated protein TDA6	
YBR083W	P18412	TEC1	Ty transcription activator TEC1	ROC1
YPR186C	P39933	PZF1	Transcription factor IIIA	TFC2;TFIIIA
YDR079C-A	Q3E7C1	TFB5	RNA polymerase II transcription factor B subunit 5	
YAL001C	P34111	TFC3	Transcription factor tau 138 kDa subunit	TSV115
YDR362C	Q06339	TFC6	Transcription factor tau 91 kDa subunit	
YJL004C	P41544	SYS1	Protein SYS1	
YOL097C	Q12109	WRS1	Tryptophan--tRNA ligase, cytoplasmic	
YKR062W	P36145	TFA2	Transcription initiation factor IIE subunit beta	
YGR043C	P53228	NQM1	Transaldolase NQM1	
YMR028W	Q04372	TAP42	Type 2A phosphatase-associated protein 42	
YFL037W	P02557	TUB2	Tubulin beta chain	
YPL074W	P40328	YTA6	Probable 26S protease subunit YTA6	
YBR150C	P38114	TBS1	Uncharacterized transcriptional regulatory protein TBS1	
YAL064C-A	Q6B2U8	TDA8	Topoisomerase I damage affected protein 8	
YOR337W	P47988	TEA1	TY1 enhancer activator	
YDL015C	Q99190	TSC13	Very-long-chain enoyl-CoA reductase {ECO:0000305}	
YML064C	P38987	TEM1	Protein TEM1	
YGR246C	P29056	BRF1	Transcription factor IIIB 70 kDa subunit	PCF4;TDS4
YDR311W	P32776	TFB1	RNA polymerase II transcription factor B subunit 1	
YGR185C	P36421	TYS1	Tyrosine--tRNA ligase, cytoplasmic	MGM104
YDR145W	Q03761	TAF12	Transcription initiation factor TFIID subunit 12	TAF61;TAF68
YPL129W	P35189	TAF14	Transcription initiation factor TFIID subunit 14	ANC1;CST10;SWP29;TAF30;TFG3
YGL232W	P53072	TAN1	tRNA acetyltransferase TAN1	
YOL020W	P38967	TAT2	Tryptophan permease	LTG3;SAB2;SCM2;TAP2
YHR003C	P38756	TCD1	tRNA threonylcarbamoyladenosine dehydratase 1	
YPL180W	Q08921	TCO89	Target of rapamycin complex 1 subunit TCO89	
YGR205W	P42938	TDA10	Probable ATP-dependent kinase TDA10	
YMR291W	Q03533	TDA1	Serine/threonine-protein kinase TDA1	
YLR426W	Q06417	TDA5	Uncharacterized oxidoreductase TDA5	
YNL332W	P42883	THI12	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI12 {ECO:0000250|UniProtKB:P43534}	
YOL055C	Q08224	THI20	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase THI20	
YPL028W	P41338	ERG10	Acetyl-CoA acetyltransferase	
YER063W	P40040	THO1	Protein THO1	
YNL139C	P53552	THO2	THO complex subunit 2	LDB5;RLR1;ZRG13
YGL243W	P53065	TAD1	tRNA-specific adenosine deaminase 1	
YMR227C	Q05021	TAF7	Transcription initiation factor TFIID subunit 7	TAF67
YER140W	P40085	EMP65	Endoplasmic reticulum membrane protein 65 {ECO:0000305|PubMed:23275891}	
YLR154W-C	Q8TGM6	TAR1	Protein TAR1	ART1
YML085C	P09733	TUB1	Tubulin alpha-1 chain	
YLR212C	P53378	TUB4	Tubulin gamma chain	
YOR086C	Q12466	TCB1	Tricalbin-1	
YIL039W	P40533	TED1	Protein TED1	
YNL128W	P53916	TEP1	Probable phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TEP1	
YPR056W	Q12004	TFB4	RNA polymerase II transcription factor B subunit 4	
YGL043W	P07273	DST1	Transcription elongation factor S-II	PPR2
YMR313C	P40308	TGL3	Lipase 3	
YEL048C	P32613	TCA17	TRAPP-associated protein TCA17	
YNL087W	P48231	TCB2	Tricalbin-2	
YDR212W	P12612	TCP1	T-complex protein 1 subunit alpha	CCT1
YDL143W	P39078	CCT4	T-complex protein 1 subunit delta	ANC2;TCP4
YJL111W	P42943	CCT7	T-complex protein 1 subunit eta	
YKL056C	P35691	TMA19	Translationally-controlled tumor protein homolog	MMI1
YLR318W	Q06163	EST2	Telomerase reverse transcriptase	
YBR123C	P32367	TFC1	Transcription factor tau 95 kDa subunit	
YNL039W	P46678	BDP1	Transcription factor TFIIIB component B''	TFC5
YOR081C	Q12043	TGL5	Lipase 5	STC2
YDR058C	P54857	TGL2	Lipase 2	
YPR121W	Q06490	THI22	Thiamine biosynthesis protein THI22 precursor	
YLR237W	Q05998	THI7	Thiamine transporter	THI10
YOL072W	Q08231	THP1	Nuclear mRNA export protein THP1	BUD29
YGR181W	P53299	TIM13	Mitochondrial import inner membrane translocase subunit TIM13	
YGR033C	P53220	TIM21	Mitochondrial import inner membrane translocase subunit TIM21 precursor	
YJL104W	P42949	PAM16	Mitochondrial import inner membrane translocase subunit TIM16	TIM16
YJL054W	P47045	TIM54	Mitochondrial import inner membrane translocase subunit TIM54	
YER011W	P10863	TIR1	Cold shock-induced protein TIR1 precursor	SRP1
